DHF58_x6,model_3,1.03,75.92,0.2843,0,0,0,0,1,DHF58_x6_model_3_multimer_v2_p1_221230_601914,6
DHF58_x6,model_4,8.09,76.87,0.2825,0,0,0,0,2,DHF58_x6_model_4_multimer_v2_p1_221230_601914,6
DHF58_x6,model_2,1.58,69.03,0.2808,0.0014,0,2,1,3,DHF58_x6_model_2_multimer_v2_p1_221230_601914,6
DHF58_x6,model_5,0.93,71.24,0.2773,0,0,0,0,4,DHF58_x6_model_5_multimer_v2_p1_221230_601914,6
DHF58_x6,model_1,16.33,75.68,0.2744,0.0014,0,2,1,5,DHF58_x6_model_1_multimer_v2_p1_221230_601914,6
DHF91_x6,model_1,0.93,68.28,0.4557,0.3282,0.6669,141,168,1,DHF91_x6_model_1_multimer_v2_p1_221230_798745,1
DHF91_x6,model_4,3.19,72.74,0.2821,0.0986,0.0338,41,25,2,DHF91_x6_model_4_multimer_v2_p1_221230_798745,6
DHF91_x6,model_3,6.02,76.09,0.2815,0.0379,0.001,15,11,3,DHF91_x6_model_3_multimer_v2_p1_221230_798745,6
DHF91_x6,model_5,0.95,74.83,0.2753,0,0,0,0,4,DHF91_x6_model_5_multimer_v2_p1_221230_798745,6
DHF91_x6,model_2,15.95,75.04,0.2712,0,0,0,0,5,DHF91_x6_model_2_multimer_v2_p1_221230_798745,6
